
Year;Month;Day;Hour;Minute;Temperature  
2020;01;17;01;00;20.29;76.00;1013.10;0.00
2020;01;17;02;00;20.06;77.00;1012.80;0.00
2020;01;17;03;00;19.93;77.00;1012.40;0.00
2020;01;17;04;00;19.91;76.00;1012.10;0.00
2020;01;17;05;00;19.92;75.00;1012.60;0.00
2020;01;17;06;00;19.95;77.00;1012.70;0.00
2020;01;17;07;00;21.85;69.00;1013.10;0.00
2020;01;17;08;00;25.43;56.00;1013.30;0.00
2020;01;17;09;00;28.00;46.00;1013.40;0.00
2020;01;17;10;00;30.01;41.00;1013.50;0.00
2020;01;17;11;00;31.69;37.00;1012.60;0.00
2020;01;17;12;00;32.63;35.00;1011.90;0.00
2020;01;17;13;00;32.30;35.00;1011.30;0.00
2020;01;17;14;00;30.50;40.00;1010.80;0.40
2020;01;17;15;00;30.92;39.00;1010.30;0.30
2020;01;17;16;00;30.17;41.00;1009.60;0.30
2020;01;17;17;00;28.90;46.00;1010.20;0.20
2020;01;17;18;00;25.39;57.00;1010.80;0.00
2020;01;17;19;00;26.37;52.00;1011.10;0.00
2020;01;17;20;00;25.34;55.00;1011.80;0.00
2020;01;17;21;00;23.66;61.00;1012.50;0.00
2020;01;17;22;00;22.87;71.00;1013.50;0.00
2020;01;17;23;00;22.62;73.00;1012.80;0.00
2020;01;18;00;00;21.87;75.00;1012.40;0.00
2020;01;18;01;00;20.83;79.00;1012.10;0.00
2020;01;18;02;00;20.72;80.00;1011.80;0.00
2020;01;18;03;00;20.89;80.00;1011.50;0.00
2020;01;18;04;00;20.59;80.00;1011.50;0.00
2020;01;18;05;00;20.30;80.00;1012.30;0.00
2020;01;18;06;00;20.08;77.00;1012.90;0.00
2020;01;18;07;00;22.13;68.00;1013.30;0.00
2020;01;18;08;00;25.16;58.00;1013.50;0.00
2020;01;18;09;00;27.58;51.00;1013.70;0.00
2020;01;18;10;00;29.91;46.00;1013.70;0.00
2020;01;18;11;00;31.67;39.00;1012.60;0.00
2020;01;18;12;00;32.95;35.00;1011.60;0.00
2020;01;18;13;00;33.66;33.00;1010.80;0.00
2020;01;18;14;00;33.92;32.00;1009.80;0.00
2020;01;18;15;00;33.82;32.00;1008.80;0.00
2020;01;18;16;00;33.32;33.00;1008.10;0.00
2020;01;18;17;00;32.09;35.00;1008.90;0.00
2020;01;18;18;00;29.80;40.00;1009.90;0.00
2020;01;18;19;00;26.78;50.00;1011.10;0.00
2020;01;18;20;00;25.56;55.00;1011.50;0.00
